State,Date,Avg Value,Avg Rank,Avg Mean,Avg Anomaly,Min Value,Min Rank,Min Mean,Min Anomaly,Max Value,Max Rank,Max Mean (1901-2000),Max Anomaly (1901-2000)
Pennsylvania,201502,16.1,2,26.5,-10.4,5.5,2,17.3,-11.8,26.8,3,35.8,-9
Rhode Island,201502,17.7,2,27.8,-10.1,7,2,19,-12,28.4,3,36.6,-8.2
South Carolina,201502,41,10,46.8,-5.8,29.8,14,35.1,-5.3,52.3,8,58.5,-6.2
South Dakota,201502,19.5,65,19.9,-0.4,7,53,8.8,-1.8,32,75,30.9,1.1
Tennessee,201502,31.4,8,40.1,-8.7,21.3,9,29.5,-8.2,41.4,7,50.7,-9.3
Texas,201502,48.2,42,49.4,-1.2,36.1,55,36.7,-0.6,60.4,42,62.2,-1.8
Utah,201502,38.9,124,30.3,8.6,27,123,19.5,7.5,50.8,124,41.2,9.6
Vermont,201502,5.3,2,16.5,-11.2,-6.8,2,5.4,-12.2,17.6,1,27.6,-10
Virginia,201502,28.9,6,36.7,-7.8,18,4,26.1,-8.1,39.8,9,47.2,-7.4
Washington,201502,40.7,125,33.1,7.6,33.1,124,25.8,7.3,48.3,124,40.3,8
West Virginia,201502,22.9,4,32.7,-9.8,12.2,4,22.4,-10.2,33.6,5,42.9,-9.3
Wisconsin,201502,7.6,8,16.4,-8.8,-2.7,12,6.1,-8.8,18,5,26.7,-8.7
Wyoming,201502,28.4,117,22.3,6.1,17,111,11,6,39.8,116,33.5,6.3
Alabama,201501,43.6,51,45.1,-1.5,32.5,48,34.2,-1.7,54.6,50,56,-1.4
Arizona,201501,45.1,111,40.7,4.4,33.2,116,28.3,4.9,57.1,108,53,4.1
Arkansas,201501,38.6,51,39.3,-0.7,28,42,29.1,-1.1,49.2,55,49.4,-0.2
California,201501,48.6,121,42.3,6.3,37.9,119,32.7,5.2,59.4,123,51.9,7.5
Colorado,201501,29.2,113,23.7,5.5,17.3,119,11,6.3,41.1,110,36.4,4.7
Connecticut,201501,23.3,36,25.4,-2.1,14.2,34,16.3,-2.1,32.4,35,34.4,-2
Delaware,201501,32.1,47,33.3,-1.2,24,55,24.6,-0.6,40.1,42,42,-1.9
Florida,201501,58.6,80,57.8,0.8,48.1,91,46.6,1.5,69.1,69,68.9,0.2
Georgia,201501,44.9,53,46.1,-1.2,34.1,54,35.1,-1,55.8,52,57.1,-1.3
Idaho,201501,28.7,120,22,6.7,20.7,116,13.8,6.9,36.7,120,30.2,6.5
Illinois,201501,25.7,56,25.3,0.4,17.6,62,16.8,0.8,33.8,56,33.8,0
Indiana,201501,25.3,46,26.5,-1.2,17.1,48,18,-0.9,33.5,45,35.1,-1.6
Iowa,201501,21.6,93,17.7,3.9,12.5,95,8.4,4.1,30.7,95,27.1,3.6
Kansas,201501,32.1,92,28.6,3.5,19.4,74,17.2,2.2,44.8,98,40.1,4.7
Kentucky,201501,32.2,45,33.6,-1.4,22.9,50,24.2,-1.3,41.6,46,43,-1.4
Louisiana,201501,47.2,41,49.3,-2.1,36.5,34,39.1,-2.6,57.8,44,59.6,-1.8
Maine,201501,11.7,39,13.2,-1.5,0.7,36,2.8,-2.1,22.7,44,23.6,-0.9
Maryland,201501,30.7,40,32.4,-1.7,22.6,47,23.8,-1.2,38.8,40,41.1,-2.3
Massachusetts,201501,21.8,33,24.1,-2.3,12.3,31,15,-2.7,31.3,33,33.3,-2
Michigan,201501,16.6,42,18.1,-1.5,8.5,41,10.2,-1.7,24.7,42,26,-1.3
Minnesota,201501,13.7,101,6.5,7.2,5.2,110,-3.6,8.8,22.2,97,16.5,5.7
Mississippi,201501,43.8,47,45.1,-1.3,32.9,45,34.4,-1.5,54.8,51,55.8,-1
Missouri,201501,31.2,77,29.4,1.8,20.7,62,19.6,1.1,41.6,82,39.2,2.4
Montana,201501,24.7,110,16.7,8,14.8,109,7,7.8,34.6,109,26.4,8.2
Nebraska,201501,27.2,98,22.1,5.1,14.9,91,10.6,4.3,39.4,100,33.6,5.8
Nevada,201501,37.7,121,29.9,7.8,26.4,118,19,7.4,49.1,121,40.9,8.2
New Hampshire,201501,14.6,29,17.1,-2.5,3.5,28,6.7,-3.2,25.7,36,27.6,-1.9
New Jersey,201501,27.9,39,29.6,-1.7,19.5,41,21,-1.5,36.3,43,38.2,-1.9
New Mexico,201501,35.6,86,33.6,2,23.4,105,19.8,3.6,47.8,66,47.5,0.3
New York,201501,16.2,24,19.8,-3.6,5.9,21,11,-5.1,26.4,34,28.7,-2.3
North Carolina,201501,39.4,57,40,-0.6,28.9,62,29.5,-0.6,50,54,50.6,-0.6
North Dakota,201501,16,109,6.4,9.6,7,112,-3.5,10.5,25,103,16.3,8.7
Ohio,201501,24.4,37,26.9,-2.5,16.3,40,18.7,-2.4,32.5,35,35,-2.5
Oklahoma,201501,37.7,70,36.5,1.2,25.8,66,25.1,0.7,49.7,75,47.9,1.8
Oregon,201501,38.1,123,30.2,7.9,29.9,120,22.9,7,46.3,125,37.6,8.7
Pennsylvania,201501,22.5,33,25.3,-2.8,14.1,33,17.1,-3,30.9,33,33.5,-2.6
Rhode Island,201501,25.5,39,27.2,-1.7,16.9,40,18.6,-1.7,34.1,37,35.8,-1.7
South Carolina,201501,43.8,55,44.6,-0.8,32.8,55,33.6,-0.8,54.7,53,55.6,-0.9
South Dakota,201501,22.7,104,15,7.7,12.2,109,4.2,8,33.2,101,25.9,7.3
Tennessee,201501,36.1,48,37.2,-1.1,26.3,47,27.3,-1,45.8,45,47.1,-1.3
Texas,201501,44,39,45.4,-1.4,33.3,62,33.1,0.2,54.6,31,57.7,-3.1
Utah,201501,32.1,120,25.3,6.8,22.3,121,14.9,7.4,42,118,35.7,6.3
Vermont,201501,12.2,30,15.3,-3.1,0.6,26,4.8,-4.2,23.8,36,25.7,-1.9
Virginia,201501,33.8,54,34.8,-1,24.4,59,25,-0.6,43.1,51,44.6,-1.5
Washington,201501,35.1,116,28.4,6.7,29.6,117,22.4,7.2,40.6,117,34.4,6.2
West Virginia,201501,28.8,47,30.5,-1.7,20.3,53,21.2,-0.9,37.3,40,39.9,-2.6
Wisconsin,201501,15.3,82,12.4,2.9,7.6,91,3,4.6,22.9,67,21.9,1
Wyoming,201501,25.6,119,18.4,7.2,14.9,118,7.9,7,36.4,121,28.9,7.5
Alabama,201412,50,102,46.4,3.6,39.8,107,35.4,4.4,60.2,96,57.4,2.8
Arizona,201412,44.3,102,41.5,2.8,33.5,118,29,4.5,55.2,77,54,1.2
Arkansas,201412,43.8,91,41.5,2.3,36.6,116,31.5,5.1,51,46,51.5,-0.5
California,201412,46.8,117,43.1,3.7,38.9,123,33.2,5.7,54.6,92,52.9,1.7
Colorado,201412,27.9,100,25.2,2.7,16.4,110,12.8,3.6,39.4,82,37.6,1.8
Connecticut,201412,35.4,112,29.2,6.2,28.6,121,20.8,7.8,42.1,107,37.7,4.4
Delaware,201412,41,108,36.2,4.8,33.6,115,27.4,6.2,48.5,92,45,3.5
Florida,201412,61.9,94,58.8,3.1,51.3,95,47.7,3.6,72.4,92,69.9,2.5
Georgia,201412,51.3,104,47.1,4.2,40.3,102,35.9,4.4,62.3,102,58.2,4.1
Idaho,201412,29.1,116,23.9,5.2,22,116,16.2,5.8,36.2,116,31.7,4.5
Illinois,201412,33.9,100,29.4,4.5,27.9,111,21.4,6.5,39.8,81,37.5,2.3
Indiana,201412,34.6,101,30.3,4.3,28.5,109,22.2,6.3,40.6,82,38.4,2.2
Iowa,201412,28.2,106,22.7,5.5,22.3,118,14,8.3,34.1,81,31.4,2.7
Kansas,201412,34.6,95,31.5,3.1,26.1,120,20.4,5.7,43.1,59,42.7,0.4
Kentucky,201412,39.7,96,36.2,3.5,32.4,114,27,5.4,46.8,76,45.5,1.3
Louisiana,201412,53.7,98,50.9,2.8,44.4,106,40.5,3.9,63,88,61.3,1.7
Maine,201412,26,116,18.7,7.3,19.4,120,9.9,9.5,32.5,110,27.5,5
Maryland,201412,39.6,109,35.3,4.3,32,111,26.7,5.3,47.2,93,43.9,3.3
Massachusetts,201412,34.7,115,28.1,6.6,28.2,122,19.6,8.6,41.2,108,36.7,4.5
Michigan,201412,28.2,105,23.3,4.9,22.1,105,16.3,5.8,34.2,100,30.2,4
Minnesota,201412,20.4,108,12.9,7.5,14.2,115,4.1,10.1,26.6,95,21.7,4.9
Mississippi,201412,50.2,104,46.8,3.4,40.7,112,36,4.7,59.8,92,57.6,2.2
Missouri,201412,36.7,96,33,3.7,30.2,119,23.5,6.7,43.2,66,42.4,0.8
Montana,201412,25,98,20.6,4.4,16.5,107,11.4,5.1,33.6,90,29.9,3.7
Nebraska,201412,28,88,25.3,2.7,18.4,101,14.2,4.2,37.6,67,36.4,1.2
Nevada,201412,35.6,114,31.2,4.4,26.5,121,20.1,6.4,44.8,95,42.2,2.6
New Hampshire,201412,28.7,115,21.7,7,22.1,121,12.5,9.6,35.3,105,30.9,4.4
New Jersey,201412,38.7,111,33,5.7,31.6,120,24.6,7,45.9,107,41.4,4.5
New Mexico,201412,37.6,106,34.3,3.3,24.8,117,20.5,4.3,50.5,89,48.1,2.4
New York,201412,30.2,111,24.5,5.7,24.4,118,16.6,7.8,36.1,96,32.5,3.6
North Carolina,201412,45.1,102,41.5,3.6,35.4,105,30.8,4.6,54.7,89,52.1,2.6
North Dakota,201412,18.2,93,12.7,5.5,10.2,98,3.4,6.8,26.4,89,22.1,4.3
Ohio,201412,35.3,105,30.4,4.9,29,113,22.7,6.3,41.6,96,38.1,3.5
Oklahoma,201412,41.8,96,38.9,2.9,33.9,123,27.8,6.1,49.7,47,50.1,-0.4
Oregon,201412,36,117,31.8,4.2,29.8,116,24.7,5.1,42.2,109,38.9,3.3
Pennsylvania,201412,34,109,28.9,5.1,27.9,118,21.2,6.7,40.1,95,36.6,3.5
Rhode Island,201412,37.4,115,31,6.4,30.6,122,22.7,7.9,44.3,109,39.3,5
South Carolina,201412,49.2,98,45.6,3.6,38.3,99,34.4,3.9,60,100,56.8,3.2
South Dakota,201412,24.2,91,19.7,4.5,14.8,100,9.2,5.6,33.7,88,30.1,3.6
Tennessee,201412,42.8,101,39.2,3.6,35.4,114,29.4,6,50.3,73,49.1,1.2
Texas,201412,50.7,115,46.9,3.8,40.9,123,34.8,6.1,60.5,76,59,1.5
Utah,201412,31.7,109,27,4.7,22.5,115,16.8,5.7,40.9,102,37.2,3.7
Vermont,201412,27,113,20.2,6.8,20.6,120,11.2,9.4,33.4,104,29.2,4.2
Virginia,201412,40.8,104,36.8,4,32.1,112,26.9,5.2,49.4,90,46.7,2.7
Washington,201412,34.2,107,30.6,3.6,28.7,103,25.2,3.5,39.6,110,36.1,3.5
West Virginia,201412,37.9,106,33.1,4.8,30.4,115,23.9,6.5,45.4,92,42.2,3.2
Wisconsin,201412,24.1,102,18.1,6,18.2,110,10,8.2,30,95,26.3,3.7
Wyoming,201412,24.8,108,20.6,4.2,14.9,111,10.3,4.6,34.7,103,30.9,3.8
Alabama,201411,48.2,2,53.5,-5.3,35.3,4,40.9,-5.6,61.2,7,66,-4.8
Arizona,201411,51.7,98,49.2,2.5,37.3,91,35.3,2,66.1,94,63,3.1
Arkansas,201411,44.9,5,49.9,-5,34.3,8,38.5,-4.2,55.5,6,61.2,-5.7
California,201411,53.1,115,49.5,3.6,42,119,38.2,3.8,64.2,106,60.9,3.3
Colorado,201411,33.4,49,33.5,-0.1,20.1,49,20.4,-0.3,46.7,55,46.7,0
Connecticut,201411,39.7,51,40.2,-0.5,30.7,52,31,-0.3,48.7,50,49.4,-0.7
Delaware,201411,44.6,37,45.7,-1.1,34.9,38,35.9,-1,54.2,37,55.5,-1.3
Florida,201411,61.1,13,64.3,-3.2,49.6,14,53.3,-3.7,72.6,13,75.2,-2.6
Georgia,201411,49.8,4,54.2,-4.4,36.6,4,41.9,-5.3,63.1,14,66.6,-3.5
Idaho,201411,31.1,50,31.6,-0.5,21.8,39,22.8,-1,40.3,56,40.5,-0.2
Illinois,201411,34.6,4,40.8,-6.2,25.7,8,31.5,-5.8,43.6,7,50.2,-6.6
Indiana,201411,35.6,6,41.1,-5.5,26.9,9,31.6,-4.7,44.2,5,50.6,-6.4
Iowa,201411,29.3,9,35.7,-6.4,19.7,7,26,-6.3,38.8,10,45.5,-6.7
Kansas,201411,38.5,20,42,-3.5,25.1,8,29.6,-4.5,51.8,32,54.5,-2.7
Kentucky,201411,39.8,4,45.3,-5.5,29.6,6,34.2,-4.6,50,4,56.3,-6.3
Louisiana,201411,53.1,6,57.4,-4.3,41.7,13,45.9,-4.2,64.5,8,68.9,-4.4
Maine,201411,31.8,55,32.3,-0.5,24.2,56,24.4,-0.2,39.4,50,40.1,-0.7
Maryland,201411,42.7,28,44.8,-2.1,33.2,27,35,-1.8,52.2,27,54.7,-2.5
Massachusetts,201411,38.8,52,39.2,-0.4,30,52,30.3,-0.3,47.6,48,48.2,-0.6
Michigan,201411,30.3,8,34.6,-4.3,23.6,12,27.1,-3.5,37,8,42,-5
Minnesota,201411,21.4,12,27.9,-6.5,13.3,12,19.6,-6.3,29.6,14,36.3,-6.7
Mississippi,201411,48.8,2,53.9,-5.1,36.6,8,41.5,-4.9,61.1,7,66.2,-5.1
Missouri,201411,37.8,5,43.6,-5.8,27.6,8,32.8,-5.2,48.1,7,54.3,-6.2
Montana,201411,25.3,17,29.5,-4.2,15,13,19.7,-4.7,35.6,21,39.4,-3.8
Nebraska,201411,32.2,19,35.9,-3.7,18.8,10,23.6,-4.8,45.6,30,48.2,-2.6
Nevada,201411,41.5,93,38.9,2.6,28.7,89,26.5,2.2,54.3,93,51.2,3.1
New Hampshire,201411,33.8,52,34.1,-0.3,25.4,64,25.2,0.2,42.1,46,43,-0.9
New Jersey,201411,42,38,43.1,-1.1,32.8,39,33.7,-0.9,51.1,37,52.6,-1.5
New Mexico,201411,42.4,57,42.1,0.3,27.4,54,27.4,0,57.5,64,56.8,0.7
New York,201411,35.3,42,36.3,-1,27.7,48,28.3,-0.6,42.8,37,44.4,-1.6
North Carolina,201411,45.8,9,49.3,-3.5,34.2,12,37.4,-3.2,57.4,14,61.2,-3.8
North Dakota,201411,20.2,15,26.4,-6.2,11,15,17,-6,29.4,19,35.9,-6.5
Ohio,201411,36.8,12,40.8,-4,28.3,15,31.6,-3.3,45.2,12,49.9,-4.7
Oklahoma,201411,44.4,10,48.4,-4,32.1,11,36.3,-4.2,56.7,22,60.6,-3.9
Oregon,201411,38.2,65,37.7,0.5,29.6,60,29.2,0.4,46.9,70,46.1,0.8
Pennsylvania,201411,36.7,22,39.3,-2.6,28.3,23,30.5,-2.2,45.1,20,48.1,-3
Rhode Island,201411,41.4,59,41.5,-0.1,32.4,50,32.8,-0.4,50.4,66,50.2,0.2
South Carolina,201411,49.3,5,53.1,-3.8,36.8,10,40.8,-4,61.8,17,65.4,-3.6
South Dakota,201411,25.6,10,31.7,-6.1,14.6,11,20.6,-6,36.6,14,42.8,-6.2
Tennessee,201411,42.4,4,47.4,-5,31.8,12,35.8,-4,53,3,59,-6
Texas,201411,51.5,18,54.6,-3.1,39.4,23,42,-2.6,63.6,15,67.2,-3.6
Utah,201411,37.7,82,36,1.7,25.7,75,24.5,1.2,49.6,83,47.5,2.1
Vermont,201411,33.3,60,33.2,0.1,25.5,74,24.7,0.8,41.2,50,41.7,-0.5
Virginia,201411,42.1,12,45.5,-3.4,31.2,15,34.2,-3,53,15,56.8,-3.8
Washington,201411,36.3,56,36.6,-0.3,28.9,39,30,-1.1,43.7,73,43.2,0.5
West Virginia,201411,37.8,7,42.1,-4.3,27.8,11,31.3,-3.5,47.9,9,52.8,-4.9
Wisconsin,201411,25.3,7,31.6,-6.3,17.8,7,23.5,-5.7,32.8,6,39.7,-6.9
Wyoming,201411,27.4,36,29,-1.6,15.8,30,18,-2.2,39,46,40,-1
Alabama,201410,65.2,87,63.9,1.3,52,76,50.9,1.1,78.4,93,76.9,1.5
Arizona,201410,64.9,118,61,3.9,50.4,119,46.3,4.1,79.4,107,75.7,3.7
Arkansas,201410,63.7,97,61.8,1.9,51.8,103,49,2.8,75.6,84,74.6,1
California,201410,64.4,120,59.5,4.9,50.8,122,46.2,4.6,78.1,115,72.9,5.2
Colorado,201410,49.9,117,46.5,3.4,35.6,119,32,3.6,64,103,60.9,3.1
Connecticut,201410,54.1,109,51,3.1,44.8,117,39.9,4.9,63.4,90,62.1,1.3
Delaware,201410,59.4,105,56.4,3,49.7,108,45.5,4.2,69.1,95,67.2,1.9
Florida,201410,72.7,69,72.3,0.4,61.3,46,62.1,-0.8,84.1,101,82.5,1.6
Georgia,201410,65.6,88,64.2,1.4,52.4,66,52,0.4,78.7,107,76.4,2.3
Idaho,201410,48.5,118,44.1,4.4,36,120,31.8,4.2,61,113,56.4,4.6
Illinois,201410,54.3,54,54.6,-0.3,44,80,42.9,1.1,64.7,42,66.4,-1.7
Indiana,201410,53.8,61,53.9,-0.1,43.6,88,41.8,1.8,64.1,36,65.9,-1.8
Iowa,201410,51.2,64,51.4,-0.2,39.9,71,39.5,0.4,62.4,54,63.3,-0.9
Kansas,201410,58.9,99,56.5,2.4,45.1,97,43,2.1,72.7,101,70,2.7
Kentucky,201410,57.6,69,57,0.6,46.7,96,44.2,2.5,68.6,43,69.8,-1.2
Louisiana,201410,69,87,67.4,1.6,57,88,55.2,1.8,81,89,79.7,1.3
Maine,201410,48.5,116,44.3,4.2,40.1,122,34.3,5.8,56.9,102,54.3,2.6
Maryland,201410,58.2,100,55.8,2.4,48.5,109,44.8,3.7,68,82,66.9,1.1
Massachusetts,201410,53.3,111,50,3.3,44.3,119,39,5.3,62.2,86,61,1.2
Michigan,201410,47.5,59,47.5,0,39,90,37.3,1.7,56,36,57.6,-1.6
Minnesota,201410,46.2,77,45,1.2,36.1,92,34.2,1.9,56.2,67,55.8,0.4
Mississippi,201410,66.5,96,64.4,2.1,53.6,94,51.2,2.4,79.3,89,77.7,1.6
Missouri,201410,57.8,78,57,0.8,46.3,89,44.6,1.7,69.4,67,69.5,-0.1
Montana,201410,47.9,121,43.2,4.7,35.2,120,30.9,4.3,60.7,114,55.5,5.2
Nebraska,201410,53.2,100,50.8,2.4,38.4,92,36.6,1.8,68.1,102,65,3.1
Nevada,201410,55.4,119,50.7,4.7,40.1,114,36.2,3.9,70.7,116,65.3,5.4
New Hampshire,201410,49.8,115,45.8,4,41.1,122,34.4,6.7,58.5,86,57.2,1.3
New Jersey,201410,57,105,54,3,47.4,110,42.9,4.5,66.7,88,65.1,1.6
New Mexico,201410,57.4,119,54.1,3.3,42,117,38.8,3.2,72.7,107,69.4,3.3
New York,201410,51.3,112,48,3.3,42.5,120,37.5,5,60.1,88,58.5,1.6
North Carolina,201410,61.4,94,59.6,1.8,49.2,87,47.3,1.9,73.6,98,71.8,1.8
North Dakota,201410,46.5,99,44,2.5,34.6,104,31.6,3,58.4,86,56.5,1.9
Ohio,201410,53.3,68,52.8,0.5,43.5,95,41.2,2.3,63,41,64.4,-1.4
Oklahoma,201410,64.6,112,61.6,3,51.2,101,48.7,2.5,78,107,74.5,3.5
Oregon,201410,52.9,122,48.1,4.8,41.1,122,36,5.1,64.6,112,60.1,4.5
Pennsylvania,201410,53,100,50.6,2.4,43.3,113,39.2,4.1,62.7,77,62,0.7
Rhode Island,201410,55.3,112,51.9,3.4,46.6,115,41.7,4.9,64,102,62.1,1.9
South Carolina,201410,65,91,63.2,1.8,51.9,78,51,0.9,78.1,114,75.4,2.7
South Dakota,201410,50.3,99,47.8,2.5,36.5,97,34.2,2.3,64,91,61.4,2.6
Tennessee,201410,60.2,86,58.8,1.4,48.5,102,45.6,2.9,71.8,69,71.9,-0.1
Texas,201410,69.6,117,66.1,3.5,56.4,113,53.3,3.1,82.8,115,78.9,3.9
Utah,201410,53.1,116,48.9,4.2,39.5,117,35.6,3.9,66.7,113,62.2,4.5
Vermont,201410,49.3,114,45.2,4.1,40.9,121,34.3,6.6,57.6,88,56.1,1.5
Virginia,201410,57.8,88,56.2,1.6,46.8,96,44,2.8,68.8,74,68.3,0.5
Washington,201410,51.9,122,47.2,4.7,43,124,37.1,5.9,60.7,112,57.2,3.5
West Virginia,201410,53.9,69,53.3,0.6,43.9,100,40.8,3.1,64,35,65.8,-1.8
Wisconsin,201410,46,49,46.8,-0.8,36.5,68,36.1,0.4,55.6,37,57.5,-1.9
Wyoming,201410,46.9,117,42.5,4.4,32.8,115,29.2,3.6,61,114,55.8,5.2
Alabama,201409,76.3,89,74.7,1.6,65.7,105,62.9,2.8,87,80,86.3,0.7
Arizona,201409,74.2,106,72,2.2,61.2,121,57.6,3.6,87.2,74,86.5,0.7
Arkansas,201409,72.6,56,72.8,-0.2,62,78,60.9,1.1,83.2,36,84.8,-1.6
California,201409,72.2,121,68.5,3.7,58.3,124,53.8,4.5,86.2,107,83.1,3.1
Colorado,201409,60,107,57.3,2.7,45.7,111,42.5,3.2,74.3,90,72.2,2.1
Connecticut,201409,63.6,101,61.5,2.1,52.7,97,50.6,2.1,74.6,96,72.4,2.2
Delaware,201409,69.1,92,67.4,1.7,59.5,94,57,2.5,78.7,80,77.8,0.9
Florida,201409,79.7,79,79.1,0.6,71.2,109,69.7,1.5,88.2,52,88.4,-0.2
Georgia,201409,75.5,83,74.5,1,66.3,115,63.4,2.9,84.8,54,85.6,-0.8
Idaho,201409,57.6,108,54.7,2.9,43.4,114,40.1,3.3,71.9,90,69.4,2.5
Illinois,201409,64.7,34,66.2,-1.5,53.1,43,54.4,-1.3,76.4,35,78,-1.6
Indiana,201409,64,33,65.7,-1.7,52.2,35,53.4,-1.2,75.8,30,77.9,-2.1
Iowa,201409,62,42,63,-1,50.9,53,51.1,-0.2,73.1,36,74.9,-1.8
Kansas,201409,68.2,51,68.6,-0.4,55.6,70,55.3,0.3,80.9,41,81.9,-1
Kentucky,201409,68.2,55,68.6,-0.4,56.8,69,56.4,0.4,79.6,44,80.8,-1.2
Louisiana,201409,78.1,83,77.2,0.9,68.7,97,66.4,2.3,87.5,51,87.9,-0.4
Maine,201409,56.4,94,54.9,1.5,44.8,81,43.9,0.9,68.1,98,65.9,2.2
Maryland,201409,68,82,67,1,58,85,56.3,1.7,78.1,75,77.6,0.5
Massachusetts,201409,62.3,98,60.4,1.9,50.9,92,49.4,1.5,73.7,100,71.3,2.4
Michigan,201409,58.8,66,58.5,0.3,47.6,59,47.3,0.3,69.9,65,69.7,0.2
Minnesota,201409,58.5,86,56.8,1.7,47.7,96,45.3,2.4,69.2,69,68.3,0.9
Mississippi,201409,76.5,85,75.1,1.4,65.8,99,63.3,2.5,87.2,69,87,0.2
Missouri,201409,67.1,40,68.2,-1.1,55.8,55,56.2,-0.4,78.4,34,80.2,-1.8
Montana,201409,55.1,81,53.8,1.3,41.5,92,40,1.5,68.7,73,67.6,1.1
Nebraska,201409,62.9,60,62.8,0.1,49.7,79,48.7,1,76,44,77,-1
Nevada,201409,65.5,120,61.7,3.8,50.6,124,45.8,4.8,80.4,95,77.6,2.8
New Hampshire,201409,57.8,84,56.5,1.3,45.6,75,44.8,0.8,70,86,68.3,1.7
New Jersey,201409,66.9,96,65,1.9,56.4,94,54.3,2.1,77.4,93,75.7,1.7
New Mexico,201409,66.5,104,64.5,2,54.2,123,49.8,4.4,78.8,60,79.1,-0.3
New York,201409,60.1,80,58.9,1.2,49.1,82,48.1,1,71.2,83,69.8,1.4
North Carolina,201409,71.2,79,70.2,1,62.9,112,59.4,3.5,79.5,35,81.1,-1.6
North Dakota,201409,57.8,80,56.3,1.5,44.8,91,42.8,2,70.7,73,69.7,1
Ohio,201409,64,48,64.5,-0.5,52.2,48,52.5,-0.3,75.7,49,76.5,-0.8
Oklahoma,201409,73.3,64,73.1,0.2,61.8,81,60.6,1.2,84.8,49,85.6,-0.8
Oregon,201409,60.8,111,57.3,3.5,46.2,116,43,3.2,75.2,99,71.6,3.6
Pennsylvania,201409,62.5,73,61.7,0.8,51.2,75,50.2,1,73.8,71,73.2,0.6
Rhode Island,201409,64.4,104,61.9,2.5,53.7,91,52.1,1.6,75.1,109,71.8,3.3
South Carolina,201409,74.3,76,73.7,0.6,66.1,112,63,3.1,82.4,25,84.5,-2.1
South Dakota,201409,60.5,64,60.2,0.3,47.2,83,46,1.2,73.8,52,74.4,-0.6
Tennessee,201409,70.7,74,70.2,0.5,60.1,93,57.9,2.2,81.2,43,82.4,-1.2
Texas,201409,76.4,78,75.9,0.5,66.2,110,63.7,2.5,86.6,34,88,-1.4
Utah,201409,64.2,118,60.6,3.6,50.6,122,46.2,4.4,77.7,99,75,2.7
Vermont,201409,57.5,88,56,1.5,45.8,80,44.6,1.2,69.2,86,67.4,1.8
Virginia,201409,68.1,83,67.1,1,58.9,105,55.9,3,77.3,44,78.3,-1
Washington,201409,59.8,107,56.9,2.9,47.7,113,44.6,3.1,72,93,69.3,2.7
West Virginia,201409,64.8,70,64.4,0.4,53.9,82,52.4,1.5,75.6,50,76.4,-0.8
Wisconsin,201409,58.2,63,58,0.2,47.1,65,46.8,0.3,69.4,59,69.3,0.1
Wyoming,201409,55.8,94,53.6,2.2,41.4,108,38.9,2.5,70.3,86,68.2,2.1
Alabama,201408,79.5,68,79.3,0.2,67.9,44,68,-0.1,91.1,75,90.6,0.5
Arizona,201408,76.5,17,77.8,-1.3,63.6,31,64.3,-0.7,89.4,20,91.3,-1.9
Arkansas,201408,78.7,49,79.3,-0.6,68.2,69,67.7,0.5,89.1,39,91,-1.9
California,201408,74.9,89,73.7,1.2,60.8,108,58.6,2.2,89,55,88.9,0.1
Colorado,201408,64.6,38,65.2,-0.6,50.9,71,50.7,0.2,78.4,28,79.7,-1.3
Connecticut,201408,68.4,46,68.6,-0.2,57.6,47,57.9,-0.3,79.2,53,79.3,-0.1
Delaware,201408,72.6,30,73.7,-1.1,62.5,28,63.8,-1.3,82.7,35,83.6,-0.9
Florida,201408,82.9,118,81.1,1.8,73.3,114,71.5,1.8,92.5,114,90.7,1.8
Georgia,201408,79.2,71,79,0.2,68,43,68.1,-0.1,90.5,82,89.9,0.6
Idaho,201408,63.8,66,63.6,0.2,50.1,107,47.6,2.5,77.4,24,79.5,-2.1
Illinois,201408,73.8,68,73.4,0.4,64.3,102,61.9,2.4,83.3,33,84.9,-1.6
Indiana,201408,72.4,62,72.3,0.1,62.4,93,60.6,1.8,82.4,29,84.1,-1.7
Iowa,201408,71.2,56,71.4,-0.2,62,100,59.8,2.2,80.3,25,83,-2.7
Kansas,201408,78.3,85,77.3,1,65.2,83,64.3,0.9,91.4,81,90.2,1.2
Kentucky,201408,75.1,70,74.8,0.3,64.6,92,63.3,1.3,85.5,43,86.3,-0.8
Louisiana,201408,81.3,50,81.6,-0.3,72.1,91,71.2,0.9,90.5,27,91.9,-1.4
Maine,201408,64.4,83,63,1.4,53.5,90,51.8,1.7,75.2,78,74.2,1
Maryland,201408,71.7,22,73.2,-1.5,61.6,28,62.9,-1.3,81.9,24,83.6,-1.7
Massachusetts,201408,67.2,45,67.5,-0.3,56.2,42,56.7,-0.5,78.2,50,78.4,-0.2
Michigan,201408,66,65,65.9,0.1,55.4,87,54.1,1.3,76.7,43,77.6,-0.9
Minnesota,201408,67.1,81,66.3,0.8,56.9,104,54.3,2.6,77.3,47,78.2,-0.9
Mississippi,201408,79.8,48,80.2,-0.4,69.1,53,68.9,0.2,90.5,42,91.6,-1.1
Missouri,201408,76.6,77,76,0.6,65.9,96,64.2,1.7,87.2,60,87.8,-0.6
Montana,201408,64.8,72,64.1,0.7,51.6,113,48.9,2.7,78,44,79.2,-1.2
Nebraska,201408,72.2,56,72.3,-0.1,59.9,88,58.9,1,84.5,44,85.8,-1.3
Nevada,201408,69.5,40,70.1,-0.6,55.3,82,54,1.3,83.6,12,86.3,-2.7
